t_start,t_end,pos_x,pos_y
280363,281485,1229.9000244140625,868.7999877929688
282675,283756,1203.4000244140625,973.9000244140625
283779,283969,1223.5,964.7999877929688
283976,284879,1231.0999755859375,959.4000244140625
285118,285243,1244.0999755859375,905.2999877929688
286028,287376,1207.9000244140625,977.2000122070312
287407,287470,1151.800048828125,970.7000122070312
287513,287538,1096.0999755859375,953.0999755859375
287575,287706,1142.0999755859375,970.0
287731,288526,1115.9000244140625,960.7999877929688
289693,290878,1209.699951171875,957.7000122070312
290887,290975,1196.199951171875,975.2999877929688
291005,291391,1236.699951171875,1034.0999755859375
291430,291728,1155.5999755859375,954.4000244140625
291759,291942,1182.800048828125,914.7000122070312
291976,292272,1256.5,898.2999877929688
292296,292450,1279.0999755859375,921.0
292494,292810,1280.5,982.4000244140625
292842,293008,1255.199951171875,939.9000244140625
293026,293227,1257.9000244140625,957.7999877929688
293238,294648,1259.699951171875,951.0
294828,296141,1213.699951171875,968.5
296267,296755,1206.199951171875,968.2000122070312
296787,297010,1164.5999755859375,982.4000244140625
297049,297406,1263.4000244140625,963.5
297433,297626,1290.199951171875,953.0
297650,297999,1307.5999755859375,981.2000122070312
298021,298208,1287.0,975.5
298252,298590,1269.0999755859375,896.9000244140625
298616,300130,1234.9000244140625,868.7000122070312
300734,300916,1221.300048828125,948.4000244140625
300946,301212,1186.800048828125,983.4000244140625
301236,302121,1199.4000244140625,962.0999755859375
302141,302307,1194.300048828125,984.7000122070312
302339,302622,1261.5,977.2999877929688
302664,303161,1146.9000244140625,992.0
303208,303524,1213.199951171875,904.7000122070312
303552,303864,1245.699951171875,912.2999877929688
303940,304271,1214.5999755859375,1039.0
304292,304498,1208.5,1059.199951171875
304540,304798,1277.9000244140625,998.7999877929688
304830,305077,1295.300048828125,958.7000122070312
305124,305325,1278.0999755859375,1013.5
305360,305622,1285.300048828125,949.2000122070312
305634,305929,1281.0,965.7000122070312
305956,306082,1292.0,1006.4000244140625
306107,306476,1281.5,1034.699951171875
306500,306706,1254.199951171875,1043.0
306748,307044,1161.0,1009.4000244140625
307079,307467,1134.800048828125,952.9000244140625
307488,307605,1146.199951171875,935.0999755859375
307633,308800,1142.800048828125,902.2000122070312
308813,308984,1161.300048828125,898.0
309202,310796,1223.9000244140625,971.7000122070312
310816,311093,1211.199951171875,968.4000244140625
311119,311314,1216.4000244140625,1014.0
311332,312460,1224.5,1033.699951171875
312679,313054,1234.199951171875,1002.7999877929688
313081,314606,1216.5,958.0999755859375
314620,314883,1217.0,985.7999877929688
314908,315901,1224.199951171875,1049.9000244140625
316163,316308,1213.300048828125,950.9000244140625
316320,318997,1216.699951171875,971.2999877929688
319022,319226,1225.9000244140625,1012.0999755859375
319245,319435,1222.300048828125,1044.5
319470,319932,1174.4000244140625,990.5
319961,320173,1218.199951171875,994.5
320223,320567,1193.5,896.2000122070312
320598,320848,1252.300048828125,914.9000244140625
320873,321053,1284.0999755859375,924.2000122070312
321073,322130,1292.800048828125,924.5
322161,322476,1192.9000244140625,963.5999755859375
322496,324532,1205.800048828125,969.2999877929688
324539,324736,1214.199951171875,994.7000122070312
324774,325285,1138.699951171875,928.2000122070312
325335,325594,1257.800048828125,909.7000122070312
325625,325815,1271.5999755859375,962.7000122070312
325839,325987,1255.4000244140625,999.5999755859375
326013,326168,1285.699951171875,1021.7000122070312
326184,327210,1292.0,1033.0
327227,327250,1259.699951171875,1016.2999877929688
327528,329701,1215.0999755859375,967.0999755859375
329719,329796,1211.4000244140625,999.7999877929688
329826,331006,1181.4000244140625,1032.699951171875
331025,331070,1227.699951171875,1007.5999755859375
331300,333469,1210.199951171875,971.4000244140625
333490,333610,1213.9000244140625,1004.0999755859375
333651,333779,1215.800048828125,907.2999877929688
333798,334752,1213.199951171875,925.7000122070312
334996,337064,1212.9000244140625,981.5999755859375
337090,337285,1214.5,1021.9000244140625
337310,337539,1219.300048828125,1053.5999755859375
337587,337823,1254.199951171875,940.5999755859375
337851,338088,1284.300048828125,970.0
338101,339291,1291.9000244140625,968.0999755859375
339551,341459,1219.5999755859375,966.7999877929688
341483,341749,1219.800048828125,1011.0
341799,342160,1161.300048828125,920.7999877929688
342198,342424,1255.0,924.9000244140625
342451,342742,1292.199951171875,921.2000122070312
342764,343084,1307.0,936.2999877929688
343096,343739,1314.699951171875,938.5999755859375
343774,344256,1262.5999755859375,954.0999755859375
344284,346428,1211.4000244140625,970.5
346452,346609,1191.0,997.5999755859375
346632,346973,1210.199951171875,1042.0
347007,347222,1276.5,1035.0999755859375
347273,347566,1268.800048828125,932.4000244140625
347587,348674,1270.4000244140625,915.2000122070312
348893,349811,1207.5,961.2999877929688
349817,351009,1209.699951171875,973.7000122070312
351037,351312,1164.9000244140625,969.9000244140625
351347,351567,1234.300048828125,962.0
351729,351782,1195.0,957.5
352390,352589,1214.800048828125,979.2999877929688
352714,353149,1204.4000244140625,966.2000122070312
353171,354240,1207.199951171875,947.0999755859375
354266,356349,1218.4000244140625,975.0
356375,356583,1226.5,1008.5
356611,356852,1239.5999755859375,1053.0
356859,357235,1229.0999755859375,1050.300048828125
357265,357534,1276.4000244140625,991.2000122070312
357559,357854,1304.9000244140625,999.2000122070312
357866,358220,1306.9000244140625,1005.0999755859375
358268,358503,1233.4000244140625,902.7999877929688
358537,358803,1289.300048828125,918.5999755859375
358816,359559,1294.9000244140625,928.5999755859375
359602,359806,1201.5999755859375,962.9000244140625
359827,362269,1214.4000244140625,973.7999877929688
362293,362491,1215.300048828125,1008.0999755859375
362518,362833,1245.9000244140625,1019.0999755859375
362865,363216,1196.4000244140625,1037.800048828125
363274,363592,1288.5999755859375,965.0
363654,363932,1153.699951171875,1033.199951171875
363959,364844,1141.800048828125,1030.800048828125
364868,364899,1192.9000244140625,1020.4000244140625
365060,365504,1229.0999755859375,972.7999877929688
365658,365680,1222.9000244140625,935.7999877929688
365687,367286,1213.5,965.7999877929688
367315,367510,1202.0999755859375,1010.0
367524,368231,1196.9000244140625,1022.7999877929688
368267,370590,1212.699951171875,972.9000244140625
370617,370807,1198.5,1011.5
370821,371558,1194.9000244140625,1027.5
371584,374254,1213.800048828125,970.0
374277,374425,1212.300048828125,1005.0
374452,374830,1223.199951171875,1037.5
374865,375090,1267.5,1017.0
375137,375514,1278.300048828125,934.0999755859375
375546,375957,1222.5,893.5999755859375
376008,376199,1148.800048828125,933.5
376246,376646,1129.300048828125,980.5
376691,377012,1134.0999755859375,894.5999755859375
377046,377295,1210.4000244140625,877.4000244140625
377337,377543,1261.0999755859375,886.5999755859375
377605,377800,1306.300048828125,970.9000244140625
377826,378074,1302.5999755859375,1007.0999755859375
378087,379456,1314.300048828125,1001.0999755859375
379510,379747,1176.0999755859375,982.7000122070312
379772,380554,1198.300048828125,977.5
380575,381118,1206.5,961.9000244140625
381133,381456,1209.5999755859375,967.2999877929688
381474,381555,1203.300048828125,993.4000244140625
381596,381780,1245.5,912.7000122070312
381791,382754,1247.9000244140625,921.0999755859375
382779,385260,1211.4000244140625,972.5999755859375
385285,385598,1216.5999755859375,1016.2000122070312
385632,385826,1156.0999755859375,1014.9000244140625
385846,387218,1144.0,1010.2999877929688
387236,387259,1177.4000244140625,1009.7000122070312
387517,389311,1210.300048828125,966.0999755859375
389332,389643,1202.5999755859375,1001.2999877929688
389670,390035,1233.199951171875,1039.199951171875
390092,390318,1255.0,940.2999877929688
390351,390521,1272.4000244140625,923.9000244140625
390545,390882,1294.0,955.7000122070312
390893,392168,1293.5,967.0999755859375
392411,394605,1210.0,960.5
394621,394756,1203.0,994.0999755859375
394788,394989,1160.4000244140625,1031.0
395009,396300,1160.5,1042.9000244140625
396574,398605,1216.9000244140625,968.0
398626,398863,1203.699951171875,1001.7999877929688
398897,399291,1165.5999755859375,1035.5
399350,399771,1224.300048828125,924.2000122070312
399800,400193,1178.5999755859375,913.0
400218,400386,1212.9000244140625,876.0999755859375
400417,400679,1279.199951171875,905.4000244140625
400720,400963,1278.300048828125,951.7999877929688
401006,401386,1292.199951171875,999.5
401411,401702,1266.9000244140625,1023.0
401724,402798,1279.699951171875,1044.5
403029,403192,1287.300048828125,1041.0
403239,403367,1218.9000244140625,929.2000122070312
403381,405222,1204.300048828125,968.7000122070312
405244,405372,1205.0999755859375,1003.2000122070312
405423,405504,1185.4000244140625,912.0
405527,406626,1189.5,936.0999755859375
406888,408910,1211.9000244140625,961.7999877929688
408933,409127,1217.0999755859375,1003.0
409163,409500,1263.699951171875,969.5
409529,409846,1295.699951171875,971.0999755859375
409916,410182,1214.699951171875,1042.300048828125
410210,410430,1244.800048828125,1050.699951171875
410480,411045,1144.199951171875,1014.2999877929688
411074,411686,1182.800048828125,963.5
411715,411911,1150.199951171875,942.7999877929688
411959,412171,1201.5,881.0999755859375
412214,412423,1261.4000244140625,888.7999877929688
412447,413489,1272.0,913.0
413687,414496,1274.5,911.9000244140625
414524,415576,1206.5999755859375,965.5
415602,415866,1236.0999755859375,976.2999877929688
415888,416074,1216.4000244140625,972.5999755859375
416099,416240,1201.300048828125,994.7999877929688
416285,416503,1151.4000244140625,955.5999755859375
416525,417453,1142.5,942.5
417466,417928,1177.199951171875,949.0999755859375
417952,419996,1213.699951171875,963.2999877929688
420013,420244,1218.5,998.2000122070312
420266,420492,1233.199951171875,1013.5999755859375
420516,420852,1207.0,1046.5999755859375
420909,421163,1157.699951171875,936.0999755859375
421215,421500,1262.699951171875,931.4000244140625
421565,421751,1132.300048828125,912.5999755859375
421782,422011,1144.699951171875,911.4000244140625
422058,422283,1275.199951171875,962.2000122070312
422308,422495,1284.0999755859375,984.5
422522,423517,1291.300048828125,989.0999755859375
423566,423877,1187.5999755859375,981.0
424152,425299,1216.699951171875,962.4000244140625
425310,425946,1214.5999755859375,983.0
425957,426146,1218.5,1006.2999877929688
426171,426377,1240.300048828125,1033.5
426399,426816,1209.699951171875,1057.199951171875
426874,427141,1184.199951171875,940.0999755859375
427163,427330,1198.699951171875,956.7000122070312
427359,427563,1262.699951171875,939.0
427628,427843,1289.699951171875,1012.2000122070312
427867,428150,1276.800048828125,1037.800048828125
428193,428357,1247.5999755859375,984.0999755859375
428396,428631,1291.300048828125,986.0
428664,428809,1308.0,966.5
428853,429072,1267.5999755859375,904.0
429099,429229,1234.5,903.0999755859375
429252,430963,1252.5,911.5999755859375
430991,432275,1203.5999755859375,966.2999877929688
432293,433061,1210.300048828125,979.2999877929688
433095,433266,1202.800048828125,1009.5
433295,433418,1160.4000244140625,1006.0999755859375
433474,433882,1279.4000244140625,1006.4000244140625
433934,434201,1240.5,924.5
434220,435585,1227.199951171875,931.2000122070312
435773,435994,1214.199951171875,948.5999755859375
436019,436284,1201.4000244140625,969.7000122070312
436303,437866,1207.199951171875,973.2999877929688
437892,438165,1207.5,1006.7000122070312
438215,438486,1147.5999755859375,1025.9000244140625
438529,438799,1120.0,948.0999755859375
438826,439017,1150.0,944.5
439055,439303,1194.4000244140625,884.9000244140625
439346,439478,1243.5999755859375,924.4000244140625
439524,439809,1285.199951171875,988.5
439830,440074,1292.5999755859375,1002.5
440102,440410,1293.5,963.4000244140625
440456,440767,1232.699951171875,933.9000244140625
440795,441008,1192.0,937.0999755859375
441035,441287,1221.5999755859375,992.5999755859375
441328,441510,1233.0,1026.4000244140625
441536,441807,1230.9000244140625,1059.300048828125
441838,442046,1279.5999755859375,1046.300048828125
442070,442334,1300.4000244140625,1032.4000244140625
442359,442676,1274.800048828125,1055.5999755859375
442696,442847,1282.699951171875,1045.9000244140625
442908,443178,1297.5,925.7999877929688
443203,443421,1272.0999755859375,926.5999755859375
443445,443656,1279.0,902.2999877929688
443688,443948,1215.9000244140625,882.2000122070312
443990,444194,1163.699951171875,875.5999755859375
444257,444375,1116.9000244140625,934.0
444399,444661,1112.0999755859375,979.4000244140625
444683,445927,1128.9000244140625,986.0999755859375
446186,446288,1209.5999755859375,941.2999877929688
446817,448035,1214.5999755859375,963.2999877929688
448044,448362,1203.9000244140625,965.9000244140625
448401,448562,1155.0,963.7999877929688
448575,449776,1155.0,958.0
449808,450769,1217.800048828125,965.9000244140625
450788,451716,1225.5999755859375,975.2999877929688
451746,451924,1172.300048828125,994.0
451945,452940,1157.199951171875,999.2999877929688
452976,453255,1207.5,977.2000122070312
453279,453426,1229.699951171875,963.0999755859375
453625,455446,1214.5999755859375,971.7000122070312
455468,455645,1203.9000244140625,1000.5
455670,455949,1209.5999755859375,1036.5
456013,456239,1265.0999755859375,926.7999877929688
456274,456585,1281.699951171875,941.4000244140625
456632,457009,1205.0999755859375,917.2000122070312
457034,457324,1189.300048828125,892.7999877929688
457407,457582,1273.5999755859375,1002.0
457614,458959,1295.300048828125,1014.0999755859375
458981,459020,1238.5,1000.2999877929688
459115,459234,1200.5999755859375,965.5
459428,461180,1203.300048828125,966.7000122070312
461208,461529,1198.5,1003.4000244140625
461557,463165,1253.0,1009.5999755859375
463409,465348,1203.9000244140625,963.2000122070312
465370,465457,1194.5999755859375,988.2000122070312
465507,465637,1149.4000244140625,905.2999877929688
465656,466825,1153.0999755859375,913.5999755859375
466873,467215,1227.9000244140625,975.0
467241,467608,1203.0,956.7999877929688
467628,469134,1214.0999755859375,969.0
469156,469215,1203.199951171875,996.4000244140625
469253,469415,1169.0999755859375,989.2999877929688
469429,470628,1178.5,990.9000244140625
470853,471941,1219.300048828125,957.5999755859375
471956,472833,1206.9000244140625,968.7000122070312
472878,472979,1153.699951171875,965.2999877929688
473017,474254,1135.699951171875,944.2999877929688
474286,476731,1216.5999755859375,972.2000122070312
476752,477050,1212.300048828125,1009.2999877929688
477074,477355,1231.199951171875,1037.0999755859375
477405,477717,1151.4000244140625,976.9000244140625
477739,478152,1144.800048828125,1006.9000244140625
478190,478478,1205.0,1015.4000244140625
478543,478839,1260.0999755859375,910.5999755859375
478878,480421,1226.5999755859375,866.0999755859375
480650,482617,1206.0999755859375,966.7999877929688
482647,482902,1253.699951171875,970.7000122070312
482927,483100,1256.4000244140625,929.9000244140625
483127,483349,1278.4000244140625,898.0999755859375
483402,483563,1183.5,894.7000122070312
483604,484900,1229.4000244140625,911.9000244140625
485127,485352,1216.0,943.9000244140625
485365,486054,1206.4000244140625,963.4000244140625
486060,487469,1209.0999755859375,975.2999877929688
487496,487856,1190.199951171875,1005.9000244140625
487882,488194,1156.0999755859375,1015.0
488229,488407,1161.9000244140625,959.4000244140625
488438,488713,1247.699951171875,938.5
488754,489004,1287.800048828125,928.0
489034,489339,1293.699951171875,939.0
489362,489488,1256.300048828125,963.4000244140625
489549,489730,1264.5999755859375,1022.5999755859375
489762,489884,1278.4000244140625,1032.5999755859375
489914,491373,1294.0,1019.2000122070312
491382,491613,1236.9000244140625,983.7000122070312
491643,491956,1180.5999755859375,965.5999755859375
491980,493635,1201.9000244140625,965.5
493661,493826,1184.699951171875,1002.0999755859375
493878,494125,1129.300048828125,918.5
494165,494326,1208.5,909.0
494354,494508,1266.300048828125,918.5
494531,495547,1265.800048828125,895.7999877929688
495559,495933,1271.199951171875,894.0999755859375
496200,496741,1214.300048828125,976.5999755859375
496756,498702,1212.199951171875,963.0
498726,499209,1215.0999755859375,947.0999755859375
499220,500346,1214.199951171875,945.5999755859375
500619,500877,1226.5999755859375,950.0
501717,502088,1213.199951171875,978.5999755859375
502105,502775,1199.4000244140625,960.2000122070312
502805,503007,1258.0999755859375,976.5
503032,503267,1291.699951171875,984.4000244140625
503299,503509,1243.699951171875,985.7999877929688
503548,503615,1225.9000244140625,1014.5999755859375
503651,503828,1222.4000244140625,1034.199951171875
503862,505111,1252.9000244140625,1023.5
505343,505366,1205.5999755859375,799.0
505402,505423,1202.9000244140625,724.4000244140625
505542,505611,1207.699951171875,953.7999877929688
506388,507169,1204.699951171875,956.9000244140625
507182,507662,1200.300048828125,962.7999877929688
507692,507887,1213.0,1012.5
507912,508160,1232.800048828125,1028.699951171875
508197,508400,1272.4000244140625,1026.0
508421,509524,1292.5999755859375,1029.5
510618,511042,1204.0,959.7999877929688
511071,511727,1204.0,958.4000244140625
511746,511918,1193.199951171875,968.0999755859375
511946,512134,1158.0999755859375,969.7000122070312
512167,512269,1216.699951171875,964.2000122070312
512417,512517,1243.800048828125,956.4000244140625
513351,513667,1215.800048828125,975.0999755859375
513787,514105,1190.699951171875,960.0999755859375
514130,515185,1186.5999755859375,995.5999755859375
515442,515806,1207.5999755859375,963.4000244140625
515836,517581,1214.9000244140625,964.2999877929688
517627,517838,1159.5,974.9000244140625
517851,518786,1156.5,983.7000122070312
518808,518828,1190.699951171875,978.2999877929688
519028,519408,1214.300048828125,968.5
519429,520065,1219.699951171875,956.7000122070312
520073,521055,1208.0,969.0
521100,521519,1151.5999755859375,979.2999877929688
521563,521826,1124.300048828125,921.7999877929688
521869,522051,1180.4000244140625,906.0
522085,522283,1208.9000244140625,903.0999755859375
522295,523465,1217.699951171875,906.7999877929688
523499,523634,1226.800048828125,960.5
523805,525551,1221.800048828125,976.4000244140625
525584,525891,1180.0,989.0
525929,526175,1223.4000244140625,998.5999755859375
526217,526526,1271.199951171875,991.7999877929688
526557,526740,1287.800048828125,956.4000244140625
526766,527007,1299.300048828125,983.0999755859375
527053,527300,1293.9000244140625,920.5
527321,528503,1311.5999755859375,930.7000122070312
528556,528934,1206.800048828125,945.7999877929688
528946,530557,1206.699951171875,959.7999877929688
530571,530831,1209.300048828125,968.9000244140625
530884,531987,1170.699951171875,878.0999755859375
532014,532345,1217.5999755859375,963.0999755859375
532351,532612,1218.0,952.4000244140625
532795,534313,1208.699951171875,968.7999877929688
534358,534599,1164.0,975.5999755859375
534663,534840,1275.699951171875,978.5999755859375
534875,535003,1295.300048828125,976.7000122070312
535030,535380,1274.0999755859375,1023.9000244140625
535409,535707,1239.9000244140625,1049.300048828125
535736,535956,1201.699951171875,1046.300048828125
536001,536204,1218.800048828125,993.7000122070312
536249,536623,1284.0999755859375,972.7999877929688
536652,536917,1285.4000244140625,927.0
536956,537104,1257.0999755859375,897.0
537125,538189,1269.300048828125,895.0
538400,540879,1202.199951171875,971.0999755859375
540895,541044,1194.699951171875,985.0
541074,541348,1247.0,992.7000122070312
541389,541735,1295.800048828125,979.7000122070312
541786,542320,1211.800048828125,1030.0999755859375
542374,542731,1125.5,978.5999755859375
542739,542939,1128.4000244140625,987.7999877929688
543017,543301,1216.699951171875,1053.199951171875
543368,543747,1140.5999755859375,921.7000122070312
543761,544828,1134.9000244140625,920.0999755859375
544856,544894,1177.9000244140625,930.7999877929688
544909,545064,1211.800048828125,944.5
545296,547149,1211.5999755859375,966.5
547177,547392,1204.9000244140625,1000.7999877929688
547420,548830,1198.9000244140625,1000.4000244140625
548865,548926,1219.9000244140625,952.7999877929688
549204,549230,1219.300048828125,927.7000122070312
549236,551483,1212.699951171875,963.7000122070312
551516,552304,1196.4000244140625,963.2000122070312
552323,552582,1214.9000244140625,964.5999755859375
552607,552767,1228.699951171875,960.7000122070312
552991,553477,1214.5,970.5
553483,554149,1219.0,964.5999755859375
554156,554806,1191.199951171875,964.5
554828,555123,1214.9000244140625,961.5999755859375
555167,555361,1283.5999755859375,954.7000122070312
555382,556505,1303.4000244140625,950.2999877929688
556564,557115,1200.199951171875,958.7999877929688
557134,558514,1210.9000244140625,961.7999877929688
558526,558831,1206.0999755859375,967.7999877929688
558863,559133,1274.300048828125,967.0999755859375
559159,559328,1297.5999755859375,964.4000244140625
559385,559733,1203.699951171875,1020.4000244140625
559758,560048,1206.800048828125,1046.9000244140625
560114,560310,1146.800048828125,906.0999755859375
560350,561811,1171.9000244140625,878.7000122070312
562057,562590,1210.0,978.5
562605,563718,1217.5,976.5999755859375
563733,563933,1208.300048828125,973.0999755859375
563956,564891,1191.800048828125,982.7000122070312
564913,565430,1205.4000244140625,973.5
565459,567511,1214.9000244140625,970.0
567556,567785,1271.300048828125,968.9000244140625
567820,568766,1308.199951171875,956.2999877929688
568816,569102,1218.5999755859375,963.7999877929688
569120,571260,1207.4000244140625,971.2000122070312
571285,571544,1208.9000244140625,1000.7999877929688
571569,571782,1222.300048828125,1044.4000244140625
571839,572149,1286.5,985.5
572174,572458,1305.300048828125,996.2999877929688
572496,572919,1304.699951171875,936.7000122070312
572968,573172,1255.5999755859375,903.5
573205,573815,1234.300048828125,894.7000122070312
573827,574279,1222.300048828125,893.9000244140625
574468,574660,1231.199951171875,900.4000244140625
574700,576713,1196.9000244140625,962.9000244140625
576759,576837,1136.0999755859375,948.5
576876,577518,1109.0,932.5
577551,577775,1194.0,953.2000122070312
577799,578351,1214.5,957.4000244140625
578371,579064,1201.9000244140625,961.5
579072,580193,1211.5999755859375,970.2000122070312
580227,580378,1270.9000244140625,981.4000244140625
580409,581423,1284.199951171875,987.0999755859375
581445,581493,1238.4000244140625,982.5
581500,582394,1212.5999755859375,975.0999755859375
582400,583688,1219.0999755859375,967.2999877929688
583714,583914,1203.0,1002.2999877929688
583947,584985,1197.5999755859375,1018.5
584991,585183,1197.5999755859375,1020.5999755859375
585230,585257,1244.5,966.7999877929688
585279,585475,1221.0,936.5
585695,587444,1209.699951171875,961.2999877929688
587468,587615,1203.300048828125,974.9000244140625
587651,587937,1278.800048828125,957.2999877929688
587970,588278,1213.0999755859375,914.0
588306,588562,1244.300048828125,896.7000122070312
588587,588726,1281.5999755859375,905.0999755859375
588795,589085,1205.4000244140625,1038.4000244140625
589122,589325,1253.699951171875,1026.4000244140625
589348,589531,1278.5999755859375,1026.300048828125
589545,590603,1291.199951171875,1024.300048828125
590620,590660,1255.0999755859375,1013.7000122070312
590795,590877,1209.5,960.2000122070312
591552,591727,1224.5,980.2000122070312
591754,592423,1185.4000244140625,969.4000244140625
592438,593042,1197.300048828125,972.5999755859375
593089,593375,1269.199951171875,970.7000122070312
593440,593692,1224.300048828125,1025.699951171875
593717,593899,1246.4000244140625,1037.199951171875
593932,594112,1219.800048828125,1054.9000244140625
594172,594676,1146.5999755859375,973.0
594723,595056,1192.4000244140625,921.2000122070312
595093,595335,1222.800048828125,923.5
595372,595696,1252.0,898.7000122070312
595749,595996,1160.699951171875,914.2000122070312
596030,596251,1148.800048828125,896.0
596299,596586,1229.699951171875,876.2999877929688
596633,596776,1287.0,917.9000244140625
596803,597048,1305.9000244140625,961.0
597072,597433,1308.0,998.7000122070312
597483,597782,1265.699951171875,1042.0999755859375
597831,597997,1188.199951171875,1050.699951171875
