noise,visibility,distance,n_fixation,searcher
0.05,6.0,3.0,4,ideal
0.05,6.0,3.0,4,ideal
0.05,6.0,3.0,3,ideal
0.05,6.0,3.0,4,ideal
0.05,6.0,3.0,4,ideal
0.05,6.0,3.0,4,ideal
0.05,6.0,3.0,3,ideal
0.05,6.0,3.0,3,ideal
0.05,6.0,3.0,3,ideal
0.2,6.0,3.0,3,ideal
0.2,6.0,3.0,3,ideal
0.2,6.0,3.0,2,ideal
0.2,6.0,3.0,3,ideal
0.2,6.0,3.0,3,ideal
0.2,6.0,3.0,3,ideal
0.2,6.0,3.0,3,ideal
0.2,6.0,3.0,3,ideal
0.2,6.0,3.0,2,ideal
0.2,6.0,3.0,3,ideal
0.2,6.0,3.0,3,ideal
0.2,6.0,3.0,3,ideal
0.05,7.0,3.0,3,ideal
0.05,7.0,3.0,3,ideal
0.05,7.0,3.0,3,ideal
0.05,7.0,3.0,3,ideal
0.05,7.0,3.0,3,ideal
0.05,7.0,3.0,3,ideal
0.05,7.0,3.0,3,ideal
0.05,7.0,3.0,3,ideal
0.05,7.0,3.0,4,ideal
0.05,7.0,3.0,3,ideal
0.05,7.0,3.0,3,ideal
0.05,7.0,3.0,3,ideal
0.2,7.0,3.0,2,ideal
0.2,7.0,3.0,2,ideal
0.2,7.0,3.0,2,ideal
0.2,7.0,3.0,3,ideal
0.2,7.0,3.0,2,ideal
0.2,7.0,3.0,2,ideal
0.2,7.0,3.0,2,ideal
0.2,7.0,3.0,2,ideal
0.2,7.0,3.0,2,ideal
0.2,7.0,3.0,2,ideal
0.2,7.0,3.0,2,ideal
0.2,7.0,3.0,2,ideal
0.05,3.0,1.5,3,ideal
0.05,3.0,1.5,3,ideal
0.05,3.0,1.5,4,ideal
0.05,3.0,1.5,4,ideal
0.05,3.0,1.5,3,ideal
0.05,3.0,1.5,5,ideal
0.05,3.0,1.5,3,ideal
0.05,3.0,1.5,7,ideal
0.05,3.0,1.5,3,ideal
0.05,3.0,1.5,4,ideal
0.05,3.0,1.5,4,ideal
0.05,3.0,1.5,3,ideal
0.2,3.0,1.5,3,ideal
0.2,3.0,1.5,3,ideal
0.2,3.0,1.5,3,ideal
0.2,3.0,1.5,3,ideal
0.2,3.0,1.5,5,ideal
0.2,3.0,1.5,3,ideal
0.2,3.0,1.5,3,ideal
0.2,3.0,1.5,4,ideal
0.2,3.0,1.5,3,ideal
0.2,3.0,1.5,3,ideal
0.2,3.0,1.5,4,ideal
0.2,3.0,1.5,3,ideal
0.05,3.5,1.5,3,ideal
0.05,3.5,1.5,4,ideal
0.05,3.5,1.5,3,ideal
0.05,3.5,1.5,4,ideal
0.05,3.5,1.5,4,ideal
0.05,3.5,1.5,4,ideal
0.05,3.5,1.5,3,ideal
0.05,3.5,1.5,3,ideal
0.05,3.5,1.5,4,ideal
0.05,3.5,1.5,3,ideal
0.05,3.5,1.5,3,ideal
0.05,3.5,1.5,3,ideal
0.2,3.5,1.5,3,ideal
0.2,3.5,1.5,3,ideal
0.2,3.5,1.5,4,ideal
0.2,3.5,1.5,3,ideal
0.2,3.5,1.5,3,ideal
0.2,3.5,1.5,3,ideal
0.2,3.5,1.5,3,ideal
0.2,3.5,1.5,3,ideal
0.2,3.5,1.5,3,ideal
0.2,3.5,1.5,3,ideal
0.2,3.5,1.5,3,ideal
0.2,3.5,1.5,3,ideal
0.05,4.0,1.5,3,ideal
0.05,4.0,1.5,4,ideal
0.05,4.0,1.5,3,ideal
0.05,4.0,1.5,4,ideal
0.05,4.0,1.5,3,ideal
0.05,4.0,1.5,3,ideal
0.05,4.0,1.5,5,ideal
0.05,4.0,1.5,3,ideal
0.05,4.0,1.5,3,ideal
0.05,4.0,1.5,3,ideal
0.05,4.0,1.5,4,ideal
0.05,4.0,1.5,5,ideal
0.2,4.0,1.5,2,ideal
0.2,4.0,1.5,2,ideal
0.2,4.0,1.5,3,ideal
0.2,4.0,1.5,3,ideal
0.2,4.0,1.5,2,ideal
0.2,4.0,1.5,3,ideal
0.2,4.0,1.5,2,ideal
0.2,4.0,1.5,2,ideal
0.2,4.0,1.5,3,ideal
0.2,4.0,1.5,2,ideal
0.2,4.0,1.5,3,ideal
0.2,4.0,1.5,3,ideal
0.05,5.0,1.5,2,ideal
0.05,5.0,1.5,3,ideal
0.05,5.0,1.5,3,ideal
0.05,5.0,1.5,2,ideal
0.05,5.0,1.5,2,ideal
0.05,5.0,1.5,2,ideal
0.05,5.0,1.5,2,ideal
0.05,5.0,1.5,3,ideal
0.05,5.0,1.5,2,ideal
0.05,5.0,1.5,2,ideal
0.05,5.0,1.5,3,ideal
0.05,5.0,1.5,3,ideal
0.2,5.0,1.5,2,ideal
0.2,5.0,1.5,2,ideal
0.2,5.0,1.5,2,ideal
0.2,5.0,1.5,2,ideal
0.2,5.0,1.5,2,ideal
0.2,5.0,1.5,2,ideal
0.2,5.0,1.5,2,ideal
0.2,5.0,1.5,2,ideal
0.2,5.0,1.5,2,ideal
0.2,5.0,1.5,2,ideal
0.2,5.0,1.5,2,ideal
0.2,5.0,1.5,2,ideal
0.05,6.0,1.5,2,ideal
0.05,6.0,1.5,2,ideal
0.05,6.0,1.5,2,ideal
0.05,6.0,1.5,2,ideal
0.05,6.0,1.5,2,ideal
0.05,6.0,1.5,2,ideal
0.05,6.0,1.5,2,ideal
0.05,6.0,1.5,2,ideal
0.05,6.0,1.5,2,ideal
0.05,6.0,1.5,2,ideal
0.05,6.0,1.5,2,ideal
0.05,6.0,1.5,2,ideal
0.2,6.0,1.5,1,ideal
0.2,6.0,1.5,1,ideal
0.2,6.0,1.5,1,ideal
0.2,6.0,1.5,2,ideal
0.2,6.0,1.5,2,ideal
0.2,6.0,1.5,1,ideal
0.2,6.0,1.5,2,ideal
0.2,6.0,1.5,2,ideal
0.2,6.0,1.5,2,ideal
0.2,6.0,1.5,2,ideal
0.2,6.0,1.5,2,ideal
0.2,6.0,1.5,2,ideal
0.05,7.0,1.5,2,ideal
0.05,7.0,1.5,2,ideal
0.05,7.0,1.5,2,ideal
0.05,7.0,1.5,2,ideal
0.05,7.0,1.5,2,ideal
0.05,7.0,1.5,2,ideal
0.05,7.0,1.5,2,ideal
0.05,7.0,1.5,2,ideal
0.05,7.0,1.5,2,ideal
0.05,7.0,1.5,2,ideal
0.05,7.0,1.5,2,ideal
0.05,7.0,1.5,2,ideal
0.2,7.0,1.5,1,ideal
0.2,7.0,1.5,1,ideal
0.2,7.0,1.5,1,ideal
0.2,7.0,1.5,2,ideal
0.2,7.0,1.5,1,ideal
0.2,7.0,1.5,1,ideal
0.2,7.0,1.5,1,ideal
0.2,7.0,1.5,1,ideal
0.2,7.0,1.5,1,ideal
0.2,7.0,1.5,1,ideal
0.2,7.0,1.5,1,ideal
0.2,7.0,1.5,1,ideal
